Borough,Days Needed to Resolve Complaint,Community Board,Descriptor,Action Taken,Open Data Channel Type
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,01 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,0,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,05 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,9,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
